tierId,tradeId,asset,side,notionalUsd,leverage,marginUsd,entryDate,exitDate,holdDays,spotAtEntry,spotAtExit,worstAdverseSpot,perpReturnPct,perpMaxAdverseReturnPct,rvolEntry,hedgeable,K_long,K_short,spreadWidth,protectedNotionalUsd,hedgeCostUsd,feePctOfNotional,perpPnlUsd,perpLiquidatedUnhedged,hedgePayoutAtMaxDrawdownUsd,hedgePayoutAtExitUsd,totalUserFeeUsd,netUserPnlUsd,drawdownReductionUsd,drawdownReductionPctOfMargin,liquidationPrevented,atticusNetMargin
single_premium_7d,T0127,BTC,short,500,20,25,2023-12-28,2023-12-31,3,42581.23,42288.06,43830.34,0.69,-2.93,0.45,YES,43432.85,45987.73,2554.87,1250,17.63,5.04,3.44,NO,11.67,0,11.52,-8.07,11.67,46.67,NO,3.45
day_rate_14d,T0127,BTC,short,500,20,25,2023-12-28,2023-12-31,3,42581.23,42288.06,43830.34,0.69,-2.93,0.45,YES,43432.85,45987.73,2554.87,2000,34.74,4.96,3.44,NO,18.67,0,10.64,-7.19,14.67,58.67,NO,1.83
single_premium_7d,T0128,ETH,short,1000,20,50,2026-03-02,2026-03-03,1,2027.49,1982.87,2089.49,2.2,-3.06,1.01,YES,2068.04,2189.69,121.65,2500,50.98,7.28,22.01,NO,26.45,0,13.52,8.48,26.45,52.9,NO,4.06
day_rate_14d,T0128,ETH,short,1000,20,50,2026-03-02,2026-03-03,1,2027.49,1982.87,2089.49,2.2,-3.06,1.01,YES,2068.04,2189.69,121.65,4000,85.78,6.13,22.01,NO,42.32,0,8.75,13.25,30.58,61.16,NO,-1.36
single_premium_7d,T0129,BTC,long,500,5,100,2024-10-01,2024-10-02,1,60790,60631.37,59969.2,-0.26,-1.35,0.44,YES,59574.2,55926.8,3647.4,1250,17.44,4.98,-1.3,NO,0,0,4.63,-5.93,0,0,NO,1.39
day_rate_14d,T0129,BTC,long,500,5,100,2024-10-01,2024-10-02,1,60790,60631.37,59969.2,-0.26,-1.35,0.44,YES,59574.2,55926.8,3647.4,2000,35.78,5.11,-1.3,NO,0,0,3.65,-4.96,0,0,NO,-0.57
single_premium_7d,T0130,BTC,long,500,50,10,2024-05-20,2024-05-27,7,71432.17,69368.72,66057.03,-2.89,-7.52,0.58,YES,70003.53,65717.6,4285.93,1250,21.82,6.24,-10,YES,69.06,11.11,31.18,-34.51,37.62,100,YES,8.8
day_rate_14d,T0130,BTC,long,500,50,10,2024-05-20,2024-05-27,7,71432.17,69368.72,66057.03,-2.89,-7.52,0.58,YES,70003.53,65717.6,4285.93,2000,41.89,5.98,-10,YES,110.5,17.77,29.92,-26.59,37.62,100,YES,7.93
single_premium_7d,T0131,BTC,long,10000,20,500,2025-11-17,2025-12-17,30,92100.6,86209.77,80524.65,-6.4,-12.57,0.42,YES,90258.59,84732.55,5526.04,25000,330.2,4.72,-500,YES,1500,1099.02,471.71,-12.3,1256.88,100,YES,86.56
day_rate_14d,T0131,BTC,long,10000,20,500,2025-11-17,2025-12-17,30,92100.6,86209.77,80524.65,-6.4,-12.57,0.42,YES,90258.59,84732.55,5526.04,40000,688.87,4.92,-500,YES,2400,1758.43,984.1,134.72,1256.88,100,YES,207.31
single_premium_7d,T0132,ETH,long,10000,10,1000,2024-05-04,2024-05-11,7,3117.41,2911.75,2878.38,-6.6,-7.67,0.66,YES,3055.06,2868.02,187.04,25000,470.83,6.73,-659.71,NO,1416.9,1149.29,672.61,-183.04,766.76,76.68,NO,144.32
day_rate_14d,T0132,ETH,long,10000,10,1000,2024-05-04,2024-05-11,7,3117.41,2911.75,2878.38,-6.6,-7.67,0.66,YES,3055.06,2868.02,187.04,40000,884.51,6.32,-659.71,NO,2267.03,1838.86,631.79,547.35,766.76,76.68,NO,97.6
single_premium_7d,T0133,BTC,short,50000,50,1000,2024-02-27,2024-02-28,1,57077.07,62518.9,64100,-9.53,-12.3,0.36,YES,58218.61,61643.24,3424.62,125000,1430.28,4.09,-1000,YES,7500,7500,0,2732.91,6152.15,100,YES,-579.33
day_rate_14d,T0133,BTC,short,50000,50,1000,2024-02-27,2024-02-28,1,57077.07,62518.9,64100,-9.53,-12.3,0.36,YES,58218.61,61643.24,3424.62,200000,3050.01,4.36,-1000,YES,12000,12000,311.23,6921.69,6152.15,100,YES,-506.63
single_premium_7d,T0134,BTC,short,10000,10,1000,2025-05-10,2025-05-11,1,104821.19,104137.62,104997,0.65,-0.17,0.39,YES,106917.61,113206.89,6289.27,25000,311.72,4.45,65.21,NO,0,0,82.7,-17.49,0,0,NO,24.81
day_rate_14d,T0134,BTC,short,10000,10,1000,2025-05-10,2025-05-11,1,104821.19,104137.62,104997,0.65,-0.17,0.39,YES,106917.61,113206.89,6289.27,40000,643.71,4.6,65.21,NO,0,0,65.68,-0.47,0,0,NO,-10.18
single_premium_7d,T0135,ETH,short,500,20,25,2025-02-03,2025-02-04,1,2883.62,2732.07,2924.6,5.26,-1.42,0.7,YES,2941.29,3114.31,173.02,1250,22.63,6.47,26.28,NO,0,0,6,20.27,0,0,NO,1.8
day_rate_14d,T0135,ETH,short,500,20,25,2025-02-03,2025-02-04,1,2883.62,2732.07,2924.6,5.26,-1.42,0.7,YES,2941.29,3114.31,173.02,2000,40.32,5.76,26.28,NO,0,0,4.11,22.16,0,0,NO,-0.64
single_premium_7d,T0136,BTC,long,1000,50,20,2025-03-03,2025-04-02,30,86161.1,82490.08,76555,-4.26,-11.15,0.6,YES,84437.88,79268.21,5169.67,2500,44.49,6.36,-20,YES,150,56.52,63.56,-49.65,111.49,100,YES,16.24
day_rate_14d,T0136,BTC,long,1000,50,20,2025-03-03,2025-04-02,30,86161.1,82490.08,76555,-4.26,-11.15,0.6,YES,84437.88,79268.21,5169.67,4000,84.93,6.07,-20,YES,240,90.43,121.32,-73.5,111.49,100,YES,31.88
single_premium_7d,T0137,BTC,long,25000,3,8333.333333333334,2024-08-22,2024-09-05,14,60383.29,56156.82,55555,-7,-8,0.65,YES,59175.62,55552.63,3623,62500,1172.45,6.7,-1749.85,NO,3747.54,3124.63,1674.93,-300.15,1999.02,23.99,NO,346.25
day_rate_14d,T0137,BTC,long,25000,3,8333.333333333334,2024-08-22,2024-09-05,14,60383.29,56156.82,55555,-7,-8,0.65,YES,59175.62,55552.63,3623,100000,2205,6.3,-1749.85,NO,5996.07,4999.4,3150,99.56,1999.02,23.99,NO,695.03
single_premium_7d,T0138,ETH,short,10000,3,3333.3333333333335,2024-07-05,2024-07-06,1,2981.74,3067.39,3108.7,-2.87,-4.26,0.44,YES,3041.37,3220.28,178.9,25000,341.51,4.88,-287.25,NO,564.48,218.12,90.61,-159.73,425.79,12.77,NO,27.18
day_rate_14d,T0138,ETH,short,10000,3,3333.3333333333335,2024-07-05,2024-07-06,1,2981.74,3067.39,3108.7,-2.87,-4.26,0.44,YES,3041.37,3220.28,178.9,40000,681.21,4.87,-287.25,NO,903.17,348.99,69.51,-7.77,425.79,12.77,NO,-10.77
single_premium_7d,T0139,BTC,short,5000,10,500,2025-04-01,2025-04-04,3,85170.37,83860.16,88530,1.54,-3.94,0.6,YES,86873.78,91984,5110.22,12500,211.14,6.03,76.92,NO,243.07,0,137.89,-60.97,197.23,39.45,NO,41.37
day_rate_14d,T0139,BTC,short,5000,10,500,2025-04-01,2025-04-04,3,85170.37,83860.16,88530,1.54,-3.94,0.6,YES,86873.78,91984,5110.22,20000,387.32,5.53,76.92,NO,388.92,0,118.57,-41.65,197.23,39.45,NO,20.35
single_premium_7d,T0140,BTC,short,10000,10,1000,2025-10-09,2025-10-12,3,121714.51,115067.98,123822.08,5.46,-1.73,0.3,YES,124148.8,131451.67,7302.87,25000,237.96,3.4,546.08,NO,0,0,155.4,390.67,0,0,NO,46.62
day_rate_14d,T0140,BTC,short,10000,10,1000,2025-10-09,2025-10-12,3,121714.51,115067.98,123822.08,5.46,-1.73,0.3,YES,124148.8,131451.67,7302.87,40000,542.8,3.88,546.08,NO,0,0,166.16,379.91,0,0,NO,28.52
single_premium_7d,T0141,BTC,long,500,50,10,2024-05-21,2024-05-22,1,70142.84,69109.93,68887.52,-1.47,-1.79,0.59,YES,68739.98,64531.41,4208.57,1250,21.94,6.27,-7.36,NO,0,0,5.82,-13.18,0,0,NO,1.75
day_rate_14d,T0141,BTC,long,500,50,10,2024-05-21,2024-05-22,1,70142.84,69109.93,68887.52,-1.47,-1.79,0.59,YES,68739.98,64531.41,4208.57,2000,42.05,6.01,-7.36,NO,0,0,4.29,-11.65,0,0,NO,-0.67
single_premium_7d,T0142,ETH,short,5000,10,500,2024-09-04,2024-09-07,3,2450.46,2272.88,2490.21,7.25,-1.62,0.77,YES,2499.47,2646.5,147.03,12500,234.48,6.7,362.34,NO,0,0,153.13,209.21,0,0,NO,45.94
day_rate_14d,T0142,ETH,short,5000,10,500,2024-09-04,2024-09-07,3,2450.46,2272.88,2490.21,7.25,-1.62,0.77,YES,2499.47,2646.5,147.03,20000,411.24,5.87,362.34,NO,0,0,125.89,236.45,0,0,NO,21.61
single_premium_7d,T0143,BTC,short,500,10,50,2025-05-22,2025-05-25,3,111722.53,109048.68,112000,2.39,-0.25,0.31,YES,113956.98,120660.33,6703.35,1250,12.28,3.51,11.97,NO,0,0,8.02,3.94,0,0,NO,2.41
day_rate_14d,T0143,BTC,short,500,10,50,2025-05-22,2025-05-25,3,111722.53,109048.68,112000,2.39,-0.25,0.31,YES,113956.98,120660.33,6703.35,2000,27.7,3.96,11.97,NO,0,0,8.48,3.49,0,0,NO,1.46
single_premium_7d,T0144,ETH,short,5000,20,250,2024-12-07,2024-12-08,1,4000.01,4006.75,4030.27,-0.17,-0.76,0.69,YES,4080.01,4320.01,240,12500,225.26,6.44,-8.42,NO,0,0,59.76,-68.19,0,0,NO,17.93
day_rate_14d,T0144,ETH,short,5000,20,250,2024-12-07,2024-12-08,1,4000.01,4006.75,4030.27,-0.17,-0.76,0.69,YES,4080.01,4320.01,240,20000,402.12,5.74,-8.42,NO,0,0,41.03,-49.46,0,0,NO,-6.36
single_premium_7d,T0145,ETH,long,1000,50,20,2024-11-14,2024-11-28,14,3059.04,3579.11,3012.94,17,-1.51,0.7,YES,2997.86,2814.32,183.54,2500,48.98,7,170.01,NO,0,0,69.97,100.04,0,0,NO,20.99
day_rate_14d,T0145,ETH,long,1000,50,20,2024-11-14,2024-11-28,14,3059.04,3579.11,3012.94,17,-1.51,0.7,YES,2997.86,2814.32,183.54,4000,91.03,6.5,170.01,NO,0,0,130.04,39.97,0,0,NO,39.01
single_premium_7d,T0146,ETH,short,500,10,50,2024-06-25,2024-07-09,14,3393.6,3066.51,3518.85,9.64,-3.69,0.35,YES,3461.47,3665.09,203.62,1250,13.95,3.98,48.19,NO,21.13,0,19.92,28.27,18.45,36.91,NO,5.98
day_rate_14d,T0146,ETH,short,500,10,50,2024-06-25,2024-07-09,14,3393.6,3066.51,3518.85,9.64,-3.69,0.35,YES,3461.47,3665.09,203.62,2000,30.02,4.29,48.19,NO,33.82,0,42.88,5.31,18.45,36.91,NO,12.86
single_premium_7d,T0147,BTC,short,2500,20,125,2026-02-17,2026-02-18,1,67466.7,66419.79,69199.51,1.55,-2.57,0.81,YES,68816.03,72864.04,4048,6250,119.4,6.82,38.79,NO,35.52,0,31.68,7.12,35.52,28.42,NO,9.5
day_rate_14d,T0147,BTC,short,2500,20,125,2026-02-17,2026-02-18,1,67466.7,66419.79,69199.51,1.55,-2.57,0.81,YES,68816.03,72864.04,4048,10000,207.65,5.93,38.79,NO,56.84,0,21.19,17.6,56.84,45.47,NO,-3.28
single_premium_7d,T0148,BTC,short,10000,10,1000,2024-06-22,2024-06-23,1,64235.01,63171.43,64523.91,1.66,-0.45,0.25,YES,65519.71,69373.81,3854.1,25000,182.31,2.6,165.58,NO,0,0,48.37,117.21,0,0,NO,14.51
day_rate_14d,T0148,BTC,short,10000,10,1000,2024-06-22,2024-06-23,1,64235.01,63171.43,64523.91,1.66,-0.45,0.25,YES,65519.71,69373.81,3854.1,40000,456.84,3.26,165.58,NO,0,0,46.62,118.96,0,0,NO,-7.23
single_premium_7d,T0149,BTC,long,1000,3,333.3333333333333,2024-03-16,2024-03-23,7,65254.22,63998.86,60771.14,-1.92,-6.87,0.66,YES,63949.14,60033.88,3915.25,2500,47.14,6.73,-19.24,NO,121.75,0,67.34,-86.58,68.7,20.61,NO,20.2
day_rate_14d,T0149,BTC,long,1000,3,333.3333333333333,2024-03-16,2024-03-23,7,65254.22,63998.86,60771.14,-1.92,-6.87,0.66,YES,63949.14,60033.88,3915.25,4000,88.53,6.32,-19.24,NO,194.81,0,63.23,-82.47,68.7,20.61,NO,16.76
single_premium_7d,T0150,BTC,long,25000,3,8333.333333333334,2025-02-24,2025-03-03,7,91510.82,86161.1,78167.81,-5.85,-14.58,0.36,YES,89680.6,84189.95,5490.65,62500,699.47,4,-1461.5,NO,3750,2403.75,999.24,-56.99,3645.2,43.74,NO,179.58
day_rate_14d,T0150,BTC,long,25000,3,8333.333333333334,2025-02-24,2025-03-03,7,91510.82,86161.1,78167.81,-5.85,-14.58,0.36,YES,89680.6,84189.95,5490.65,100000,1535.08,4.39,-1461.5,NO,6000,3846,1096.48,1288.01,3645.2,43.74,NO,136.65
single_premium_7d,T0151,BTC,long,5000,10,500,2025-09-16,2025-09-17,1,116832.56,116484.4,114724.57,-0.3,-1.8,0.31,YES,114495.91,107485.96,7009.95,12500,117.83,3.37,-14.9,NO,0,0,31.26,-46.16,0,0,NO,9.38
day_rate_14d,T0151,BTC,long,5000,10,500,2025-09-16,2025-09-17,1,116832.56,116484.4,114724.57,-0.3,-1.8,0.31,YES,114495.91,107485.96,7009.95,20000,272.44,3.89,-14.9,NO,0,0,27.8,-42.7,0,0,NO,-4.31
single_premium_7d,T0152,ETH,short,10000,10,1000,2025-04-08,2025-04-09,1,1471.94,1669.27,1688.99,-13.41,-14.75,0.76,YES,1501.38,1589.7,88.32,25000,467.21,6.67,-1000,YES,1500,1500,0,159.39,1474.58,100,YES,-141.74
day_rate_14d,T0152,ETH,short,10000,10,1000,2025-04-08,2025-04-09,1,1471.94,1669.27,1688.99,-13.41,-14.75,0.76,YES,1501.38,1589.7,88.32,40000,820.79,5.86,-1000,YES,2400,2400,83.75,975.63,1474.58,100,YES,-94.87
single_premium_7d,T0153,ETH,long,2500,10,250,2025-06-18,2025-06-19,1,2525.54,2521.52,2466.38,-0.16,-2.34,0.58,YES,2475.03,2323.5,151.53,6250,108.47,6.2,-3.98,NO,21.4,0,28.78,-32.76,21.4,8.56,NO,8.63
day_rate_14d,T0153,ETH,long,2500,10,250,2025-06-18,2025-06-19,1,2525.54,2521.52,2466.38,-0.16,-2.34,0.58,YES,2475.03,2323.5,151.53,10000,208.54,5.96,-3.98,NO,34.25,0,21.28,-25.26,34.25,13.7,NO,-3.3
single_premium_7d,T0154,BTC,long,5000,20,250,2026-03-16,2026-03-19,3,74886.47,69918.3,68772.78,-6.63,-8.16,0.5,YES,73388.74,68895.55,4493.19,12500,194.46,5.56,-250,YES,750,579.28,0,247.57,408.2,100,YES,-112.3
day_rate_14d,T0154,BTC,long,5000,20,250,2026-03-16,2026-03-19,3,74886.47,69918.3,68772.78,-6.63,-8.16,0.5,YES,73388.74,68895.55,4493.19,20000,386.09,5.52,-250,YES,1200,926.85,118.19,476.95,408.2,100,YES,-10.89
single_premium_7d,T0155,ETH,short,5000,10,500,2025-11-19,2025-11-22,3,3023.1,2768.5,3124.1,8.42,-3.34,0.67,YES,3083.56,3264.95,181.39,12500,222.03,6.34,421.09,NO,167.62,0,145,276.09,167.05,33.41,NO,43.5
day_rate_14d,T0155,ETH,short,5000,10,500,2025-11-19,2025-11-22,3,3023.1,2768.5,3124.1,8.42,-3.34,0.67,YES,3083.56,3264.95,181.39,20000,398.82,5.7,421.09,NO,268.19,0,122.09,299,167.05,33.41,NO,20.96
single_premium_7d,T0156,BTC,long,5000,3,1666.6666666666667,2025-07-30,2025-07-31,1,117830.15,115761.13,115500,-1.76,-1.98,0.26,YES,115473.55,108403.74,7069.81,12500,89.52,2.56,-87.8,NO,0,0,23.75,-111.55,0,0,NO,7.12
day_rate_14d,T0156,BTC,long,5000,3,1666.6666666666667,2025-07-30,2025-07-31,1,117830.15,115761.13,115500,-1.76,-1.98,0.26,YES,115473.55,108403.74,7069.81,20000,224.51,3.21,-87.8,NO,0,0,22.91,-110.71,0,0,NO,-3.55
single_premium_7d,T0157,BTC,long,1000,5,200,2024-12-27,2025-01-26,30,94171.89,102563,89028.64,8.91,-5.46,0.45,YES,92288.45,86638.14,5650.31,2500,35.49,5.07,89.1,NO,86.54,0,50.7,38.4,54.62,27.31,NO,15.21
day_rate_14d,T0157,BTC,long,1000,5,200,2024-12-27,2025-01-26,30,94171.89,102563,89028.64,8.91,-5.46,0.45,YES,92288.45,86638.14,5650.31,4000,72.43,5.17,89.1,NO,138.46,0,103.48,-14.37,54.62,27.31,NO,31.04
single_premium_7d,T0158,ETH,short,25000,5,5000,2024-09-16,2024-09-23,7,2295.21,2646.72,2704.62,-15.31,-17.84,0.59,YES,2341.11,2478.83,137.71,62500,1045.63,5.98,-3828.73,NO,3750,3750,1493.76,-1572.5,3750,75,NO,260.63
day_rate_14d,T0158,ETH,short,25000,5,5000,2024-09-16,2024-09-23,7,2295.21,2646.72,2704.62,-15.31,-17.84,0.59,YES,2341.11,2478.83,137.71,100000,1925.68,5.5,-3828.73,NO,6000,6000,1375.49,795.78,4459.4,89.19,NO,112.65
single_premium_7d,T0159,BTC,long,10000,20,500,2025-01-03,2025-01-17,14,98136.51,104107,89028.64,6.08,-9.28,0.45,YES,96173.78,90285.59,5888.19,25000,354.21,5.06,-500,YES,1500,0,506.01,102.38,928.08,100,YES,151.8
day_rate_14d,T0159,BTC,long,10000,20,500,2025-01-03,2025-01-17,14,98136.51,104107,89028.64,6.08,-9.28,0.45,YES,96173.78,90285.59,5888.19,40000,723.34,5.17,-500,YES,2400,0,1033.34,-424.95,928.08,100,YES,310
single_premium_7d,T0160,BTC,short,5000,5,1000,2025-09-29,2025-10-13,14,114365.07,115274.03,126296,-0.79,-10.43,0.25,YES,116652.37,123514.28,6861.9,12500,89.9,2.57,-39.74,NO,750,0,128.43,-168.17,521.62,52.16,NO,38.53
day_rate_14d,T0160,BTC,short,5000,5,1000,2025-09-29,2025-10-13,14,114365.07,115274.03,126296,-0.79,-10.43,0.25,YES,116652.37,123514.28,6861.9,20000,226.36,3.23,-39.74,NO,1200,0,323.37,-363.11,521.62,52.16,NO,97.01
single_premium_7d,T0161,ETH,short,5000,50,100,2026-02-18,2026-02-21,3,1955.01,1973,2038.2,-0.92,-4.26,1.02,YES,1994.11,2111.41,117.3,12500,255.41,7.3,-100,YES,281.9,0,166.8,-212.81,212.76,100,YES,50.04
day_rate_14d,T0161,ETH,short,5000,50,100,2026-02-18,2026-02-21,3,1955.01,1973,2038.2,-0.92,-4.26,1.02,YES,1994.11,2111.41,117.3,20000,429.3,6.13,-100,YES,451.04,0,131.42,-177.43,212.76,100,YES,22.56
single_premium_7d,T0162,ETH,long,50000,20,2500,2024-05-31,2024-06-07,7,3758.44,3676.35,3575.23,-2.18,-4.87,0.74,YES,3683.27,3457.76,225.51,125000,2529.7,7.23,-1092.08,NO,3593.29,230.19,3613.85,-4475.74,2437.31,97.49,NO,1072.65
day_rate_14d,T0162,ETH,long,50000,20,2500,2024-05-31,2024-06-07,7,3758.44,3676.35,3575.23,-2.18,-4.87,0.74,YES,3683.27,3457.76,225.51,200000,4661.17,6.66,-1092.08,NO,5749.26,368.3,3329.4,-4053.18,2437.31,97.49,NO,882.29
single_premium_7d,T0163,BTC,short,2500,10,250,2024-10-25,2024-11-08,14,66564.51,76566.73,77312.18,-15.03,-16.15,0.38,YES,67895.8,71889.67,3993.87,6250,76.75,4.39,-250,YES,375,375,109.64,-110.3,375,100,YES,14.14
day_rate_14d,T0163,BTC,short,2500,10,250,2024-10-25,2024-11-08,14,66564.51,76566.73,77312.18,-15.03,-16.15,0.38,YES,67895.8,71889.67,3993.87,10000,159.4,4.55,-250,YES,600,600,227.71,-3.37,403.66,100,YES,38.31
single_premium_7d,T0164,BTC,long,500,5,100,2026-02-20,2026-03-22,30,67984.42,67844.94,62534.61,-0.21,-8.02,0.8,YES,66624.73,62545.67,4079.07,1250,26.24,7.5,-1.03,NO,75,0,37.49,-38.52,40.08,40.08,NO,11.25
day_rate_14d,T0164,BTC,long,500,5,100,2026-02-20,2026-03-22,30,67984.42,67844.94,62534.61,-0.21,-8.02,0.8,YES,66624.73,62545.67,4079.07,2000,47.9,6.84,-1.03,NO,120,0,68.43,-69.46,40.08,40.08,NO,20.53
single_premium_7d,T0165,BTC,long,1000,3,333.3333333333333,2024-07-08,2024-07-22,14,56699.43,67558.22,54278.93,19.15,-4.27,0.4,YES,55565.44,52163.48,3401.97,2500,31.84,4.55,191.51,NO,56.73,0,45.49,146.03,42.69,12.81,NO,13.65
day_rate_14d,T0165,BTC,long,1000,3,333.3333333333333,2024-07-08,2024-07-22,14,56699.43,67558.22,54278.93,19.15,-4.27,0.4,YES,55565.44,52163.48,3401.97,4000,67.17,4.8,191.51,NO,90.76,0,95.96,95.55,42.69,12.81,NO,28.79
single_premium_7d,T0166,BTC,short,10000,5,2000,2024-04-30,2024-05-01,1,60622.1,58265.59,64727.81,3.89,-6.77,0.53,YES,61834.54,65471.87,3637.33,25000,393.37,5.62,388.72,NO,1193.16,0,104.36,284.36,677.26,33.86,NO,31.31
day_rate_14d,T0166,BTC,short,10000,5,2000,2024-04-30,2024-05-01,1,60622.1,58265.59,64727.81,3.89,-6.77,0.53,YES,61834.54,65471.87,3637.33,40000,742.58,5.3,388.72,NO,1909.05,0,75.77,312.95,677.26,33.86,NO,-11.74
single_premium_7d,T0167,BTC,short,250000,10,25000,2025-08-23,2025-08-26,3,115383.87,111788.01,116999.03,3.12,-1.4,0.32,YES,117691.55,124614.58,6923.03,625000,6451.15,3.69,7791.08,NO,0,0,4212.99,3578.09,0,0,NO,1263.9
day_rate_14d,T0167,BTC,short,250000,10,25000,2025-08-23,2025-08-26,3,115383.87,111788.01,116999.03,3.12,-1.4,0.32,YES,117691.55,124614.58,6923.03,1000000,14288.95,4.08,7791.08,NO,0,0,4374.17,3416.91,0,0,NO,750.9
single_premium_7d,T0168,BTC,long,2500,10,250,2025-01-02,2025-01-03,1,96903.19,98136.51,94177,1.27,-2.81,0.46,YES,94965.13,89150.93,5814.19,6250,90.23,5.16,31.82,NO,50.83,0,23.94,7.88,50.83,20.33,NO,7.18
day_rate_14d,T0168,BTC,long,2500,10,250,2025-01-02,2025-01-03,1,96903.19,98136.51,94177,1.27,-2.81,0.46,YES,94965.13,89150.93,5814.19,10000,183.22,5.23,31.82,NO,81.33,0,18.7,13.12,70.33,28.13,NO,-2.9
single_premium_7d,T0169,BTC,long,10000,5,2000,2025-10-11,2025-10-18,7,110768.89,107208.91,103516.75,-3.21,-6.55,0.4,YES,108553.51,101907.38,6646.13,25000,317.96,4.54,-321.39,NO,1136.77,303.47,454.23,-472.15,654.71,32.74,NO,121.09
day_rate_14d,T0169,BTC,long,10000,5,2000,2025-10-11,2025-10-18,7,110768.89,107208.91,103516.75,-3.21,-6.55,0.4,YES,108553.51,101907.38,6646.13,40000,671.04,4.79,-321.39,NO,1818.84,485.55,479.31,-315.15,654.71,32.74,NO,119.52
single_premium_7d,T0170,ETH,long,2500,5,500,2024-01-27,2024-02-10,14,2268.07,2501.08,2233.15,10.27,-1.54,0.61,YES,2222.71,2086.62,136.08,6250,112.6,6.43,256.84,NO,0,0,160.86,95.98,0,0,NO,48.26
day_rate_14d,T0170,ETH,long,2500,5,500,2024-01-27,2024-02-10,14,2268.07,2501.08,2233.15,10.27,-1.54,0.61,YES,2222.71,2086.62,136.08,10000,214.18,6.12,256.84,NO,0,0,305.97,-49.14,0,0,NO,91.79
single_premium_7d,T0171,BTC,short,1000,3,333.3333333333333,2024-01-01,2024-01-04,3,44220.78,44193.29,45925.82,0.06,-3.86,0.47,YES,45105.2,47758.44,2653.25,2500,36.16,5.17,0.62,NO,46.39,0,23.61,-22.99,38.56,11.57,NO,7.08
day_rate_14d,T0171,BTC,short,1000,3,333.3333333333333,2024-01-01,2024-01-04,3,44220.78,44193.29,45925.82,0.06,-3.86,0.47,YES,45105.2,47758.44,2653.25,4000,70.55,5.04,0.62,NO,74.23,0,21.6,-20.98,38.56,11.57,NO,3.71
single_premium_7d,T0172,ETH,long,1000,10,100,2025-02-04,2025-02-07,3,2732.07,2622.95,2563,-3.99,-6.19,0.72,YES,2677.43,2513.5,163.92,2500,49.65,7.09,-39.94,NO,104.71,49.85,3.27,6.64,61.88,61.88,NO,-20.5
day_rate_14d,T0172,ETH,long,1000,10,100,2025-02-04,2025-02-07,3,2732.07,2622.95,2563,-3.99,-6.19,0.72,YES,2677.43,2513.5,163.92,4000,91.94,6.57,-39.94,NO,167.53,79.76,28.14,11.68,61.88,61.88,NO,4.46
single_premium_7d,T0173,ETH,short,1000,3,333.3333333333333,2025-09-22,2025-09-29,7,4202.42,4217.25,4458,-0.35,-6.08,0.53,YES,4286.47,4538.61,252.15,2500,39.34,5.62,-3.53,NO,102.04,0,56.19,-59.72,60.82,18.25,NO,16.86
day_rate_14d,T0173,ETH,short,1000,3,333.3333333333333,2025-09-22,2025-09-29,7,4202.42,4217.25,4458,-0.35,-6.08,0.53,YES,4286.47,4538.61,252.15,4000,74.26,5.3,-3.53,NO,163.27,0,53.04,-56.57,60.82,18.25,NO,14.06
single_premium_7d,T0174,BTC,long,1000,5,200,2024-12-10,2024-12-17,7,96660.76,106136.99,94273.38,9.8,-2.47,0.56,YES,94727.54,88927.9,5799.65,2500,42.25,6.04,98.04,NO,11.75,0,60.36,37.68,11.75,5.87,NO,18.11
day_rate_14d,T0174,BTC,long,1000,5,200,2024-12-10,2024-12-17,7,96660.76,106136.99,94273.38,9.8,-2.47,0.56,YES,94727.54,88927.9,5799.65,4000,81.86,5.85,98.04,NO,18.79,0,58.47,39.57,18.79,9.4,NO,15.49
single_premium_7d,T0175,BTC,long,5000,20,250,2026-02-23,2026-03-02,7,64625.78,68832.01,62534.61,6.51,-3.24,0.81,YES,63333.26,59455.72,3877.55,12500,263.83,7.54,325.43,NO,154.48,0,376.9,-51.47,154.48,61.79,NO,113.07
day_rate_14d,T0175,BTC,long,5000,20,250,2026-02-23,2026-03-02,7,64625.78,68832.01,62534.61,6.51,-3.24,0.81,YES,63333.26,59455.72,3877.55,20000,480.93,6.87,325.43,NO,247.16,0,343.52,-18.09,161.79,64.72,NO,91.03
single_premium_7d,T0176,BTC,short,50000,20,2500,2024-09-14,2024-09-28,14,60012.35,65858.99,66550,-9.74,-10.89,0.49,YES,61212.6,64813.34,3600.74,125000,1859.93,5.31,-2500,YES,7500,7500,2657.04,-28.24,5446.92,100,YES,422.11
day_rate_14d,T0176,BTC,short,50000,20,2500,2024-09-14,2024-09-28,14,60012.35,65858.99,66550,-9.74,-10.89,0.49,YES,61212.6,64813.34,3600.74,200000,3589.31,5.13,-2500,YES,12000,12000,5127.59,2001.22,5446.92,100,YES,938.28
single_premium_7d,T0177,BTC,long,5000,10,500,2026-02-27,2026-02-28,1,65859.94,66967.85,63019.6,1.68,-4.31,0.83,YES,64542.74,60591.14,3951.6,12500,267.82,7.65,84.11,NO,289.09,0,71.05,13.06,215.63,43.13,NO,21.32
day_rate_14d,T0177,BTC,long,5000,10,500,2026-02-27,2026-02-28,1,65859.94,66967.85,63019.6,1.68,-4.31,0.83,YES,64542.74,60591.14,3951.6,20000,486.4,6.95,84.11,NO,462.54,0,49.63,34.48,215.63,43.13,NO,-7.69
