tierId,tradeId,asset,side,notionalUsd,leverage,marginUsd,entryDate,exitDate,holdDays,spotAtEntry,spotAtExit,worstAdverseSpot,perpReturnPct,perpMaxAdverseReturnPct,rvolEntry,hedgeable,K_long,K_short,spreadWidth,protectedNotionalUsd,hedgeCostUsd,feePctOfNotional,perpPnlUsd,perpLiquidatedUnhedged,hedgePayoutAtMaxDrawdownUsd,hedgePayoutAtExitUsd,totalUserFeeUsd,netUserPnlUsd,drawdownReductionUsd,drawdownReductionPctOfMargin,liquidationPrevented,atticusNetMargin
day_rate_14d,T0125,BTC,short,5000,10,500,2025-08-19,2025-08-22,3,112856.19,116908.68,117416.73,-3.59,-4.04,0.29,YES,115113.31,121884.69,6771.37,20000,265.07,3.79,-179.54,NO,408.2,318.17,81.14,57.48,202.05,40.41,NO,8.43
single_premium_7d,T0126,BTC,long,1000,3,333.3333333333333,2024-09-27,2024-10-11,14,65789,62518.75,58863.9,-4.97,-10.53,0.41,YES,64473.22,60525.88,3947.34,2500,32.22,4.6,-49.71,NO,150,74.27,46.03,-21.46,105.26,31.58,NO,10.09
day_rate_14d,T0126,BTC,long,1000,3,333.3333333333333,2024-09-27,2024-10-11,14,65789,62518.75,58863.9,-4.97,-10.53,0.41,YES,64473.22,60525.88,3947.34,4000,67.72,4.84,-49.71,NO,240,118.83,96.74,-27.62,105.26,31.58,NO,23.08
single_premium_7d,T0127,BTC,short,500,20,25,2023-12-28,2023-12-31,3,42581.23,42288.06,43830.34,0.69,-2.93,0.45,YES,43432.85,45987.73,2554.87,1250,17.63,5.04,3.44,NO,11.67,0,11.52,-8.07,11.67,46.67,NO,3.45
day_rate_14d,T0127,BTC,short,500,20,25,2023-12-28,2023-12-31,3,42581.23,42288.06,43830.34,0.69,-2.93,0.45,YES,43432.85,45987.73,2554.87,2000,34.74,4.96,3.44,NO,18.67,0,10.64,-7.19,14.67,58.67,NO,1.83
single_premium_7d,T0128,BTC,short,500,20,25,2026-03-02,2026-03-03,1,68832.01,68335.99,70128.74,0.72,-1.88,0.82,YES,70208.65,74338.57,4129.92,1250,23.98,6.85,3.6,NO,0,0,6.36,-2.76,0,0,NO,1.91
day_rate_14d,T0128,BTC,short,500,20,25,2026-03-02,2026-03-03,1,68832.01,68335.99,70128.74,0.72,-1.88,0.82,YES,70208.65,74338.57,4129.92,2000,41.63,5.95,3.6,NO,0,0,4.25,-0.64,0,0,NO,-0.66
single_premium_7d,T0129,BTC,long,500,5,100,2024-10-01,2024-10-02,1,60790,60631.37,59969.2,-0.26,-1.35,0.44,YES,59574.2,55926.8,3647.4,1250,17.44,4.98,-1.3,NO,0,0,4.63,-5.93,0,0,NO,1.39
day_rate_14d,T0129,BTC,long,500,5,100,2024-10-01,2024-10-02,1,60790,60631.37,59969.2,-0.26,-1.35,0.44,YES,59574.2,55926.8,3647.4,2000,35.78,5.11,-1.3,NO,0,0,3.65,-4.96,0,0,NO,-0.57
single_premium_7d,T0130,BTC,long,500,50,10,2024-05-20,2024-05-27,7,71432.17,69368.72,66057.03,-2.89,-7.52,0.58,YES,70003.53,65717.6,4285.93,1250,21.82,6.24,-10,YES,69.06,11.11,31.18,-34.51,37.62,100,YES,8.8
day_rate_14d,T0130,BTC,long,500,50,10,2024-05-20,2024-05-27,7,71432.17,69368.72,66057.03,-2.89,-7.52,0.58,YES,70003.53,65717.6,4285.93,2000,41.89,5.98,-10,YES,110.5,17.77,29.92,-26.59,37.62,100,YES,7.93
single_premium_7d,T0131,BTC,long,5000,20,250,2025-11-17,2025-12-17,30,92100.6,86209.77,80524.65,-6.4,-12.57,0.42,YES,90258.59,84732.55,5526.04,12500,165.1,4.72,-250,YES,750,549.51,235.86,-6.15,628.44,100,YES,43.28
day_rate_14d,T0131,BTC,long,5000,20,250,2025-11-17,2025-12-17,30,92100.6,86209.77,80524.65,-6.4,-12.57,0.42,YES,90258.59,84732.55,5526.04,20000,344.44,4.92,-250,YES,1200,879.22,492.05,67.36,628.44,100,YES,103.65
single_premium_7d,T0132,ETH,long,5000,10,500,2024-05-04,2024-05-18,14,3117.41,3123.99,2858.76,0.21,-8.3,0.66,YES,3055.06,2868.02,187.04,12500,235.41,6.73,10.55,NO,750,0,336.31,-325.75,414.85,82.97,NO,100.89
day_rate_14d,T0132,ETH,long,5000,10,500,2024-05-04,2024-05-18,14,3117.41,3123.99,2858.76,0.21,-8.3,0.66,YES,3055.06,2868.02,187.04,20000,442.26,6.32,10.55,NO,1200,0,631.79,-621.24,414.85,82.97,NO,189.54
single_premium_7d,T0133,BTC,short,10000,50,200,2024-02-27,2024-02-28,1,57077.07,62518.9,64100,-9.53,-12.3,0.36,YES,58218.61,61643.24,3424.62,25000,286.06,4.09,-200,YES,1500,1500,0,546.58,1230.43,100,YES,-115.87
day_rate_14d,T0133,BTC,short,10000,50,200,2024-02-27,2024-02-28,1,57077.07,62518.9,64100,-9.53,-12.3,0.36,YES,58218.61,61643.24,3424.62,40000,610,4.36,-200,YES,2400,2400,62.25,1384.34,1230.43,100,YES,-101.33
single_premium_7d,T0134,BTC,short,5000,10,500,2025-05-10,2025-05-11,1,104821.19,104137.62,104997,0.65,-0.17,0.39,YES,106917.61,113206.89,6289.27,12500,155.86,4.45,32.61,NO,0,0,41.35,-8.74,0,0,NO,12.41
day_rate_14d,T0134,BTC,short,5000,10,500,2025-05-10,2025-05-11,1,104821.19,104137.62,104997,0.65,-0.17,0.39,YES,106917.61,113206.89,6289.27,20000,321.85,4.6,32.61,NO,0,0,32.84,-0.24,0,0,NO,-5.09
single_premium_7d,T0135,BTC,short,500,20,25,2025-02-03,2025-02-04,1,101460.2,97795.05,102599.85,3.61,-1.12,0.47,YES,103489.4,109577.02,6087.61,1250,17.99,5.14,18.06,NO,0,0,4.77,13.29,0,0,NO,1.43
day_rate_14d,T0135,BTC,short,500,20,25,2025-02-03,2025-02-04,1,101460.2,97795.05,102599.85,3.61,-1.12,0.47,YES,103489.4,109577.02,6087.61,2000,35.17,5.02,18.06,NO,0,0,3.59,14.47,0,0,NO,-0.56
single_premium_7d,T0136,BTC,long,1000,50,20,2025-03-03,2025-04-02,30,86161.1,82490.08,76555,-4.26,-11.15,0.6,YES,84437.88,79268.21,5169.67,2500,44.49,6.36,-20,YES,150,56.52,63.56,-49.65,111.49,100,YES,16.24
day_rate_14d,T0136,BTC,long,1000,50,20,2025-03-03,2025-04-02,30,86161.1,82490.08,76555,-4.26,-11.15,0.6,YES,84437.88,79268.21,5169.67,4000,84.93,6.07,-20,YES,240,90.43,121.32,-73.5,111.49,100,YES,31.88
single_premium_7d,T0137,BTC,long,5000,3,1666.6666666666667,2024-08-22,2024-09-21,30,60383.29,63362.74,52530,4.93,-13.01,0.65,YES,59175.62,55552.63,3623,12500,234.49,6.7,246.71,NO,750,0,334.99,-88.27,650.29,39.02,NO,100.5
day_rate_14d,T0137,BTC,long,5000,3,1666.6666666666667,2024-08-22,2024-09-21,30,60383.29,63362.74,52530,4.93,-13.01,0.65,YES,59175.62,55552.63,3623,20000,441,6.3,246.71,NO,1200,0,630,-383.29,650.29,39.02,NO,189
single_premium_7d,T0138,ETH,short,5000,3,1666.6666666666667,2024-07-05,2024-07-08,3,2981.74,3018.48,3108.7,-1.23,-4.26,0.44,YES,3041.37,3220.28,178.9,12500,170.76,4.88,-61.61,NO,282.24,0,111.51,-173.12,212.9,12.77,NO,33.45
day_rate_14d,T0138,ETH,short,5000,3,1666.6666666666667,2024-07-05,2024-07-08,3,2981.74,3018.48,3108.7,-1.23,-4.26,0.44,YES,3041.37,3220.28,178.9,20000,340.6,4.87,-61.61,NO,451.58,0,104.27,-165.87,212.9,12.77,NO,17.9
single_premium_7d,T0139,BTC,short,2500,10,250,2025-04-01,2025-04-08,7,85170.37,76251.64,88530,10.47,-3.94,0.6,YES,86873.78,91984,5110.22,6250,105.57,6.03,261.79,NO,121.54,0,150.82,110.97,98.61,39.45,NO,45.24
day_rate_14d,T0139,BTC,short,2500,10,250,2025-04-01,2025-04-08,7,85170.37,76251.64,88530,10.47,-3.94,0.6,YES,86873.78,91984,5110.22,10000,193.66,5.53,261.79,NO,194.46,0,138.33,123.46,98.61,39.45,NO,36.66
single_premium_7d,T0140,BTC,short,5000,10,500,2025-10-09,2025-10-12,3,121714.51,115067.98,123822.08,5.46,-1.73,0.3,YES,124148.8,131451.67,7302.87,12500,118.98,3.4,273.04,NO,0,0,77.7,195.34,0,0,NO,23.31
day_rate_14d,T0140,BTC,short,5000,10,500,2025-10-09,2025-10-12,3,121714.51,115067.98,123822.08,5.46,-1.73,0.3,YES,124148.8,131451.67,7302.87,20000,271.4,3.88,273.04,NO,0,0,83.08,189.96,0,0,NO,14.26
single_premium_7d,T0141,BTC,long,500,50,10,2024-05-21,2024-05-22,1,70142.84,69109.93,68887.52,-1.47,-1.79,0.59,YES,68739.98,64531.41,4208.57,1250,21.94,6.27,-7.36,NO,0,0,5.82,-13.18,0,0,NO,1.75
day_rate_14d,T0141,BTC,long,500,50,10,2024-05-21,2024-05-22,1,70142.84,69109.93,68887.52,-1.47,-1.79,0.59,YES,68739.98,64531.41,4208.57,2000,42.05,6.01,-7.36,NO,0,0,4.29,-11.65,0,0,NO,-0.67
single_premium_7d,T0142,BTC,short,2500,10,250,2024-09-04,2024-09-07,3,57971,54156.33,58531.25,6.58,-0.97,0.62,YES,59130.42,62608.68,3478.26,6250,106.72,6.1,164.51,NO,0,0,69.69,94.81,0,0,NO,20.91
day_rate_14d,T0142,BTC,short,2500,10,250,2024-09-04,2024-09-07,3,57971,54156.33,58531.25,6.58,-0.97,0.62,YES,59130.42,62608.68,3478.26,10000,194.89,5.57,164.51,NO,0,0,59.66,104.85,0,0,NO,10.24
single_premium_7d,T0143,BTC,short,500,10,50,2025-05-22,2025-05-29,7,111722.53,105572.58,112000,5.5,-0.25,0.31,YES,113956.98,120660.33,6703.35,1250,12.28,3.51,27.52,NO,0,0,17.55,9.97,0,0,NO,5.26
day_rate_14d,T0143,BTC,short,500,10,50,2025-05-22,2025-05-29,7,111722.53,105572.58,112000,5.5,-0.25,0.31,YES,113956.98,120660.33,6703.35,2000,27.7,3.96,27.52,NO,0,0,19.79,7.74,0,0,NO,5.24
single_premium_7d,T0144,ETH,short,2500,20,125,2024-12-07,2024-12-08,1,4000.01,4006.75,4030.27,-0.17,-0.76,0.69,YES,4080.01,4320.01,240,6250,112.63,6.44,-4.21,NO,0,0,29.88,-34.09,0,0,NO,8.96
day_rate_14d,T0144,ETH,short,2500,20,125,2024-12-07,2024-12-08,1,4000.01,4006.75,4030.27,-0.17,-0.76,0.69,YES,4080.01,4320.01,240,10000,201.06,5.74,-4.21,NO,0,0,20.52,-24.73,0,0,NO,-3.18
single_premium_7d,T0145,BTC,long,500,50,10,2024-11-14,2024-12-14,30,87340.4,101399.99,86672.07,16.1,-0.77,0.57,YES,85593.59,80353.17,5240.42,1250,21.53,6.15,80.49,NO,0,0,30.75,49.73,0,0,NO,9.23
day_rate_14d,T0145,BTC,long,500,50,10,2024-11-14,2024-12-14,30,87340.4,101399.99,86672.07,16.1,-0.77,0.57,YES,85593.59,80353.17,5240.42,2000,41.48,5.93,80.49,NO,0,0,59.26,21.23,0,0,NO,17.78
single_premium_7d,T0146,ETH,short,500,10,50,2024-06-25,2024-07-09,14,3393.6,3066.51,3518.85,9.64,-3.69,0.35,YES,3461.47,3665.09,203.62,1250,13.95,3.98,48.19,NO,21.13,0,19.92,28.27,18.45,36.91,NO,5.98
day_rate_14d,T0146,ETH,short,500,10,50,2024-06-25,2024-07-09,14,3393.6,3066.51,3518.85,9.64,-3.69,0.35,YES,3461.47,3665.09,203.62,2000,30.02,4.29,48.19,NO,33.82,0,42.88,5.31,18.45,36.91,NO,12.86
single_premium_7d,T0147,BTC,short,1000,20,50,2026-02-17,2026-02-20,3,67466.7,67984.42,69199.51,-0.77,-2.57,0.81,YES,68816.03,72864.04,4048,2500,47.76,6.82,-7.67,NO,14.21,0,31.19,-38.86,14.21,28.42,NO,9.36
day_rate_14d,T0147,BTC,short,1000,20,50,2026-02-17,2026-02-20,3,67466.7,67984.42,69199.51,-0.77,-2.57,0.81,YES,68816.03,72864.04,4048,4000,83.06,5.93,-7.67,NO,22.74,0,25.43,-33.1,22.74,45.47,NO,4.36
single_premium_7d,T0148,BTC,short,5000,10,500,2024-06-22,2024-06-23,1,64235.01,63171.43,64523.91,1.66,-0.45,0.25,YES,65519.71,69373.81,3854.1,12500,91.15,2.6,82.79,NO,0,0,24.18,58.6,0,0,NO,7.26
day_rate_14d,T0148,BTC,short,5000,10,500,2024-06-22,2024-06-23,1,64235.01,63171.43,64523.91,1.66,-0.45,0.25,YES,65519.71,69373.81,3854.1,20000,228.42,3.26,82.79,NO,0,0,23.31,59.48,0,0,NO,-3.61
single_premium_7d,T0149,BTC,long,1000,3,333.3333333333333,2024-03-16,2024-03-23,7,65254.22,63998.86,60771.14,-1.92,-6.87,0.66,YES,63949.14,60033.88,3915.25,2500,47.14,6.73,-19.24,NO,121.75,0,67.34,-86.58,68.7,20.61,NO,20.2
day_rate_14d,T0149,BTC,long,1000,3,333.3333333333333,2024-03-16,2024-03-23,7,65254.22,63998.86,60771.14,-1.92,-6.87,0.66,YES,63949.14,60033.88,3915.25,4000,88.53,6.32,-19.24,NO,194.81,0,63.23,-82.47,68.7,20.61,NO,16.76
single_premium_7d,T0150,BTC,long,5000,3,1666.6666666666667,2025-02-24,2025-03-03,7,91510.82,86161.1,78167.81,-5.85,-14.58,0.36,YES,89680.6,84189.95,5490.65,12500,139.89,4,-292.3,NO,750,480.75,199.85,-11.4,729.04,43.74,NO,35.92
day_rate_14d,T0150,BTC,long,5000,3,1666.6666666666667,2025-02-24,2025-03-03,7,91510.82,86161.1,78167.81,-5.85,-14.58,0.36,YES,89680.6,84189.95,5490.65,20000,307.02,4.39,-292.3,NO,1200,769.2,219.3,257.6,729.04,43.74,NO,27.33
single_premium_7d,T0151,BTC,long,2500,10,250,2025-09-16,2025-09-19,3,116832.56,115690.55,114724.57,-0.98,-1.8,0.31,YES,114495.91,107485.96,7009.95,6250,58.92,3.37,-24.44,NO,0,0,38.48,-62.91,0,0,NO,11.54
day_rate_14d,T0151,BTC,long,2500,10,250,2025-09-16,2025-09-19,3,116832.56,115690.55,114724.57,-0.98,-1.8,0.31,YES,114495.91,107485.96,7009.95,10000,136.22,3.89,-24.44,NO,0,0,41.7,-66.14,0,0,NO,7.16
single_premium_7d,T0152,ETH,short,5000,10,500,2025-04-08,2025-04-11,3,1471.94,1566.13,1688.99,-6.4,-14.75,0.76,YES,1501.38,1589.7,88.32,12500,233.6,6.67,-500,YES,750,549.88,0,229.93,737.29,100,YES,-127.61
day_rate_14d,T0152,ETH,short,5000,10,500,2025-04-08,2025-04-11,3,1471.94,1566.13,1688.99,-6.4,-14.75,0.76,YES,1501.38,1589.7,88.32,20000,410.39,5.86,-500,YES,1200,879.81,125.63,434.23,737.29,100,YES,-6.3
single_premium_7d,T0153,ETH,long,1000,10,100,2025-06-18,2025-06-19,1,2525.54,2521.52,2466.38,-0.16,-2.34,0.58,YES,2475.03,2323.5,151.53,2500,43.39,6.2,-1.59,NO,8.56,0,11.51,-13.1,8.56,8.56,NO,3.45
day_rate_14d,T0153,ETH,long,1000,10,100,2025-06-18,2025-06-19,1,2525.54,2521.52,2466.38,-0.16,-2.34,0.58,YES,2475.03,2323.5,151.53,4000,83.42,5.96,-1.59,NO,13.7,0,8.51,-10.1,13.7,13.7,NO,-1.32
single_premium_7d,T0154,BTC,long,2500,20,125,2026-03-16,2026-03-19,3,74886.47,69918.3,68772.78,-6.63,-8.16,0.5,YES,73388.74,68895.55,4493.19,6250,97.23,5.56,-125,YES,375,289.64,0,123.79,204.1,100,YES,-56.15
day_rate_14d,T0154,BTC,long,2500,20,125,2026-03-16,2026-03-19,3,74886.47,69918.3,68772.78,-6.63,-8.16,0.5,YES,73388.74,68895.55,4493.19,10000,193.04,5.52,-125,YES,600,463.43,59.09,238.48,204.1,100,YES,-5.44
single_premium_7d,T0155,ETH,short,2500,10,250,2025-11-19,2025-11-22,3,3023.1,2768.5,3124.1,8.42,-3.34,0.67,YES,3083.56,3264.95,181.39,6250,111.01,6.34,210.55,NO,83.81,0,72.5,138.05,83.52,33.41,NO,21.75
day_rate_14d,T0155,ETH,short,2500,10,250,2025-11-19,2025-11-22,3,3023.1,2768.5,3124.1,8.42,-3.34,0.67,YES,3083.56,3264.95,181.39,10000,199.41,5.7,210.55,NO,134.09,0,61.04,149.5,83.52,33.41,NO,10.48
single_premium_7d,T0156,BTC,long,2500,3,833.3333333333334,2025-07-30,2025-07-31,1,117830.15,115761.13,115500,-1.76,-1.98,0.26,YES,115473.55,108403.74,7069.81,6250,44.76,2.56,-43.9,NO,0,0,11.87,-55.77,0,0,NO,3.56
day_rate_14d,T0156,BTC,long,2500,3,833.3333333333334,2025-07-30,2025-07-31,1,117830.15,115761.13,115500,-1.76,-1.98,0.26,YES,115473.55,108403.74,7069.81,10000,112.26,3.21,-43.9,NO,0,0,11.45,-55.35,0,0,NO,-1.78
single_premium_7d,T0157,BTC,long,500,5,100,2024-12-27,2025-01-26,30,94171.89,102563,89028.64,8.91,-5.46,0.45,YES,92288.45,86638.14,5650.31,1250,17.75,5.07,44.55,NO,43.27,0,25.35,19.2,27.31,27.31,NO,7.61
day_rate_14d,T0157,BTC,long,500,5,100,2024-12-27,2025-01-26,30,94171.89,102563,89028.64,8.91,-5.46,0.45,YES,92288.45,86638.14,5650.31,2000,36.22,5.17,44.55,NO,69.23,0,51.74,-7.19,27.31,27.31,NO,15.52
single_premium_7d,T0158,ETH,short,5000,5,1000,2024-09-16,2024-09-30,14,2295.21,2601.27,2729.39,-13.33,-18.92,0.59,YES,2341.11,2478.83,137.71,12500,209.13,5.98,-666.74,NO,750,750,298.75,-215.49,750,75,NO,52.13
day_rate_14d,T0158,ETH,short,5000,5,1000,2024-09-16,2024-09-30,14,2295.21,2601.27,2729.39,-13.33,-18.92,0.59,YES,2341.11,2478.83,137.71,20000,385.14,5.5,-666.74,NO,1200,1200,550.19,-16.93,945.84,94.58,NO,105.06
single_premium_7d,T0159,BTC,long,5000,20,250,2025-01-03,2025-01-17,14,98136.51,104107,89028.64,6.08,-9.28,0.45,YES,96173.78,90285.59,5888.19,12500,177.1,5.06,-250,YES,750,0,253,51.19,464.04,100,YES,75.9
day_rate_14d,T0159,BTC,long,5000,20,250,2025-01-03,2025-01-17,14,98136.51,104107,89028.64,6.08,-9.28,0.45,YES,96173.78,90285.59,5888.19,20000,361.67,5.17,-250,YES,1200,0,516.67,-212.48,464.04,100,YES,155
single_premium_7d,T0160,BTC,short,2500,5,500,2025-09-29,2025-10-13,14,114365.07,115274.03,126296,-0.79,-10.43,0.25,YES,116652.37,123514.28,6861.9,6250,44.95,2.57,-19.87,NO,375,0,64.22,-84.08,260.81,52.16,NO,19.26
day_rate_14d,T0160,BTC,short,2500,5,500,2025-09-29,2025-10-13,14,114365.07,115274.03,126296,-0.79,-10.43,0.25,YES,116652.37,123514.28,6861.9,10000,113.18,3.23,-19.87,NO,600,0,161.69,-181.55,260.81,52.16,NO,48.51
single_premium_7d,T0161,BTC,short,2500,50,50,2026-02-18,2026-02-21,3,66419.79,67955.78,68683.27,-2.31,-3.41,0.81,YES,67748.19,71733.37,3985.19,6250,119.41,6.82,-50,YES,87.99,19.53,77.98,-116.26,85.2,100,YES,23.39
day_rate_14d,T0161,BTC,short,2500,50,50,2026-02-18,2026-02-21,3,66419.79,67955.78,68683.27,-2.31,-3.41,0.81,YES,67748.19,71733.37,3985.19,10000,207.66,5.93,-50,YES,140.78,31.25,63.57,-90.13,85.2,100,YES,10.91
single_premium_7d,T0162,ETH,long,10000,20,500,2024-05-31,2024-06-14,14,3758.44,3479.53,3360.62,-7.42,-10.58,0.74,YES,3683.27,3457.76,225.51,25000,505.94,7.23,-500,YES,1500,1355.22,722.77,-109.64,1058.47,100,YES,149.07
day_rate_14d,T0162,ETH,long,10000,20,500,2024-05-31,2024-06-14,14,3758.44,3479.53,3360.62,-7.42,-10.58,0.74,YES,3683.27,3457.76,225.51,40000,932.23,6.66,-500,YES,2400,2168.36,1331.76,94.51,1058.47,100,YES,291.11
single_premium_7d,T0163,BTC,short,1000,10,100,2024-10-25,2024-11-08,14,66564.51,76566.73,77312.18,-15.03,-16.15,0.38,YES,67895.8,71889.67,3993.87,2500,30.7,4.39,-100,YES,150,150,43.86,-44.12,150,100,YES,5.66
day_rate_14d,T0163,BTC,short,1000,10,100,2024-10-25,2024-11-08,14,66564.51,76566.73,77312.18,-15.03,-16.15,0.38,YES,67895.8,71889.67,3993.87,4000,63.76,4.55,-100,YES,240,240,91.09,-1.35,161.46,100,YES,15.33
single_premium_7d,T0164,BTC,long,500,5,100,2026-02-20,2026-03-22,30,67984.42,67844.94,62534.61,-0.21,-8.02,0.8,YES,66624.73,62545.67,4079.07,1250,26.24,7.5,-1.03,NO,75,0,37.49,-38.52,40.08,40.08,NO,11.25
day_rate_14d,T0164,BTC,long,500,5,100,2026-02-20,2026-03-22,30,67984.42,67844.94,62534.61,-0.21,-8.02,0.8,YES,66624.73,62545.67,4079.07,2000,47.9,6.84,-1.03,NO,120,0,68.43,-69.46,40.08,40.08,NO,20.53
single_premium_7d,T0165,BTC,long,500,3,166.66666666666666,2024-07-08,2024-07-22,14,56699.43,67558.22,54278.93,19.15,-4.27,0.4,YES,55565.44,52163.48,3401.97,1250,15.92,4.55,95.76,NO,28.36,0,22.74,73.01,21.35,12.81,NO,6.82
day_rate_14d,T0165,BTC,long,500,3,166.66666666666666,2024-07-08,2024-07-22,14,56699.43,67558.22,54278.93,19.15,-4.27,0.4,YES,55565.44,52163.48,3401.97,2000,33.59,4.8,95.76,NO,45.38,0,47.98,47.78,21.35,12.81,NO,14.39
single_premium_7d,T0166,BTC,short,5000,5,1000,2024-04-30,2024-05-03,3,60622.1,62913.03,64727.81,-3.78,-6.77,0.53,YES,61834.54,65471.87,3637.33,12500,196.68,5.62,-188.95,NO,596.58,222.38,0,33.43,338.63,33.86,NO,-95.41
day_rate_14d,T0166,BTC,short,5000,5,1000,2024-04-30,2024-05-03,3,60622.1,62913.03,64727.81,-3.78,-6.77,0.53,YES,61834.54,65471.87,3637.33,20000,371.29,5.3,-188.95,NO,954.53,355.81,113.66,53.19,338.63,33.86,NO,16.31
single_premium_7d,T0167,BTC,short,25000,10,2500,2025-08-23,2025-08-26,3,115383.87,111788.01,116999.03,3.12,-1.4,0.32,YES,117691.55,124614.58,6923.03,62500,645.11,3.69,779.11,NO,0,0,421.3,357.81,0,0,NO,126.39
day_rate_14d,T0167,BTC,short,25000,10,2500,2025-08-23,2025-08-26,3,115383.87,111788.01,116999.03,3.12,-1.4,0.32,YES,117691.55,124614.58,6923.03,100000,1428.9,4.08,779.11,NO,0,0,437.42,341.69,0,0,NO,75.09
single_premium_7d,T0168,BTC,long,2500,10,250,2025-01-02,2025-01-05,3,96903.19,98345.33,94177,1.49,-2.81,0.46,YES,94965.13,89150.93,5814.19,6250,90.23,5.16,37.21,NO,50.83,0,58.93,-21.72,50.83,20.33,NO,17.68
day_rate_14d,T0168,BTC,long,2500,10,250,2025-01-02,2025-01-05,3,96903.19,98345.33,94177,1.49,-2.81,0.46,YES,94965.13,89150.93,5814.19,10000,183.22,5.23,37.21,NO,81.33,0,56.09,-18.88,70.33,28.13,NO,9.63
single_premium_7d,T0169,BTC,long,5000,5,1000,2025-10-11,2025-10-18,7,110768.89,107208.91,103516.75,-3.21,-6.55,0.4,YES,108553.51,101907.38,6646.13,12500,158.98,4.54,-160.69,NO,568.39,151.74,227.11,-236.07,327.35,32.74,NO,60.55
day_rate_14d,T0169,BTC,long,5000,5,1000,2025-10-11,2025-10-18,7,110768.89,107208.91,103516.75,-3.21,-6.55,0.4,YES,108553.51,101907.38,6646.13,20000,335.52,4.79,-160.69,NO,909.42,242.78,239.66,-157.57,327.35,32.74,NO,59.76
single_premium_7d,T0170,BTC,long,1000,5,200,2024-01-27,2024-02-10,14,42126.55,47767.06,41383.94,13.39,-1.76,0.56,YES,41284.02,38756.43,2527.59,2500,42.24,6.03,133.89,NO,0,0,60.34,73.55,0,0,NO,18.1
day_rate_14d,T0170,BTC,long,1000,5,200,2024-01-27,2024-02-10,14,42126.55,47767.06,41383.94,13.39,-1.76,0.56,YES,41284.02,38756.43,2527.59,4000,81.85,5.85,133.89,NO,0,0,116.92,16.97,0,0,NO,35.08
single_premium_7d,T0171,BTC,short,1000,3,333.3333333333333,2024-01-01,2024-01-04,3,44220.78,44193.29,45925.82,0.06,-3.86,0.47,YES,45105.2,47758.44,2653.25,2500,36.16,5.17,0.62,NO,46.39,0,23.61,-22.99,38.56,11.57,NO,7.08
day_rate_14d,T0171,BTC,short,1000,3,333.3333333333333,2024-01-01,2024-01-04,3,44220.78,44193.29,45925.82,0.06,-3.86,0.47,YES,45105.2,47758.44,2653.25,4000,70.55,5.04,0.62,NO,74.23,0,21.6,-20.98,38.56,11.57,NO,3.71
single_premium_7d,T0172,ETH,long,1000,10,100,2025-02-04,2025-02-07,3,2732.07,2622.95,2563,-3.99,-6.19,0.72,YES,2677.43,2513.5,163.92,2500,49.65,7.09,-39.94,NO,104.71,49.85,3.27,6.64,61.88,61.88,NO,-20.5
day_rate_14d,T0172,ETH,long,1000,10,100,2025-02-04,2025-02-07,3,2732.07,2622.95,2563,-3.99,-6.19,0.72,YES,2677.43,2513.5,163.92,4000,91.94,6.57,-39.94,NO,167.53,79.76,28.14,11.68,61.88,61.88,NO,4.46
single_premium_7d,T0173,ETH,short,500,3,166.66666666666666,2025-09-22,2025-10-06,14,4202.42,4686.32,4739.46,-11.51,-12.78,0.53,YES,4286.47,4538.61,252.15,1250,19.67,5.62,-57.57,NO,75,75,28.1,-10.67,63.9,38.34,NO,4.68
day_rate_14d,T0173,ETH,short,500,3,166.66666666666666,2025-09-22,2025-10-06,14,4202.42,4686.32,4739.46,-11.51,-12.78,0.53,YES,4286.47,4538.61,252.15,2000,37.13,5.3,-57.57,NO,120,120,53.04,9.39,63.9,38.34,NO,9.91
single_premium_7d,T0174,BTC,long,1000,5,200,2024-12-10,2024-12-24,14,96660.76,98594.47,92115.66,2,-4.7,0.56,YES,94727.54,88927.9,5799.65,2500,42.25,6.04,20.01,NO,67.55,0,60.36,-40.35,47.02,23.51,NO,18.11
day_rate_14d,T0174,BTC,long,1000,5,200,2024-12-10,2024-12-24,14,96660.76,98594.47,92115.66,2,-4.7,0.56,YES,94727.54,88927.9,5799.65,4000,81.86,5.85,20.01,NO,108.08,0,116.94,-96.93,47.02,23.51,NO,35.08
single_premium_7d,T0175,BTC,long,2500,20,125,2026-02-23,2026-03-02,7,64625.78,68832.01,62534.61,6.51,-3.24,0.81,YES,63333.26,59455.72,3877.55,6250,131.91,7.54,162.71,NO,77.24,0,188.45,-25.74,77.24,61.79,NO,56.53
day_rate_14d,T0175,BTC,long,2500,20,125,2026-02-23,2026-03-02,7,64625.78,68832.01,62534.61,6.51,-3.24,0.81,YES,63333.26,59455.72,3877.55,10000,240.47,6.87,162.71,NO,123.58,0,171.76,-9.05,80.9,64.72,NO,45.52
single_premium_7d,T0176,BTC,short,10000,20,500,2024-09-14,2024-09-28,14,60012.35,65858.99,66550,-9.74,-10.89,0.49,YES,61212.6,64813.34,3600.74,25000,371.99,5.31,-500,YES,1500,1500,531.41,-5.65,1089.38,100,YES,84.42
day_rate_14d,T0176,BTC,short,10000,20,500,2024-09-14,2024-09-28,14,60012.35,65858.99,66550,-9.74,-10.89,0.49,YES,61212.6,64813.34,3600.74,40000,717.86,5.13,-500,YES,2400,2400,1025.52,400.24,1089.38,100,YES,187.66
